year,ncessch,school_name,state_location,lea_name,school_level,school_type,charter,school_status,lowest_grade_offered,highest_grade_offered,elem_cedp,middle_cedp,high_cedp,enrollment,bureau_indian_education,title_i_eligible,title_i_schoolwide,magnet,shared_time,virtual,lunch_program,teachers_fte,title_i_status,enrollment_crdc,psenrollment_crdc,free_lunch,reduced_price_lunch,free_or_reduced_price_lunch,direct_certification,students_chronically_absent,enrl_IB,enrl_gifted_talented,enrl_AP,enrl_AP_science,enrl_AP_math,enrl_AP_other,students_AP_exam_none,students_AP_exam_oneormore,students_AP_pass_none,students_AP_pass_oneormore,read_test_num_valid,read_test_pct_prof_midpt,math_test_num_valid,math_test_pct_prof_midpt,allegations_harass_sex,allegations_harass_race,allegations_harass_disability,allegations_harass_orientation,allegations_harass_religion,students_disc_harass_dis,students_disc_harass_race,students_disc_harass_sex,students_report_harass_dis,students_report_harass_race,students_report_harass_sex,psychologists_fte,social_workers_fte,counselors_fte
mixed - most recent,"110003000407","Phelps Architecture Construction and Engineering HS","DC","District of Columbia Public Schools","High","Regular school","No","Open","9","12","No","No","Yes","257","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","33","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","260","Not applicable","","","","86","188","","","48","8","7","36","3","46","26","","81","17","81","2.5","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","1.000","1.000","1.000"
mixed - most recent,"110003000126","Plummer ES","DC","District of Columbia Public Schools","Primary","Regular school","No","Open","Pre-K","5","Yes","No","No","287","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","29","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","375","67","","","","204","150","","","","","","","","","","","154","12","159","12","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","1.000","1.000","0.000"
mixed - most recent,"110003000125","Powell ES","DC","District of Columbia Public Schools","Primary","Regular school","No","Open","Pre-K","5","Yes","No","No","529","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","46","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","548","97","","","","138","81","","","","","","","","","","","215","18","214","30","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","0.000","1.000","2.000"
mixed - most recent,"110003000029","Randle Highlands ES","DC","District of Columbia Public Schools","Primary","Regular school","No","Open","Pre-K","5","Yes","No","No","346","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","24","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","328","82","","","","181","100","","","","","","","","","","","128","12","128","17","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","1.000","0.000","1.000"
mixed - most recent,"110003000033","Raymond Education Campus","DC","District of Columbia Public Schools","Primary","Regular school","No","Open","Pre-K","8","Yes","Yes","No","517","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","50","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","589","99","","","","213","72","","","","","","","","","","","296","26","295","21","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","1.000","1.000","3.000"
mixed - most recent,"110008200441","Richard Wright PCS for Journalism and Media Arts","DC","Richard Wright PCS for Journalism and Media Arts","High","Regular school","Yes","Open","8","12","No","Yes","Yes","303","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","26","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","268","Not applicable","","","","160","25","","","25","","","25","22","25","17","","63","17","77","12","0","0","0","0","0","0","0","0","0","0","0","1.000","0.000","1.000"
mixed - most recent,"110003000506","River Terrace Education Campus","DC","District of Columbia Public Schools","Other","Special education school","No","Open","3","12","Yes","Yes","Yes","128","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","23","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","70","Not applicable","","","","60","64","","","","","","","","","","","45","24.5","45","34.5","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","1.000","1.000","0.000"
mixed - most recent,"110010600514","Rocketship DC PCS - Legacy Prep","DC","Rocketship DC PCS","Primary","Regular school","Yes","Open","Pre-K","4","Yes","No","No","596","","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","35","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","","","","","","399","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
mixed - most recent,"110010600509","Rocketship DC PCS - Rise Academy","DC","Rocketship DC PCS","Primary","Regular school","Yes","Open","Pre-K","5","Yes","No","No","710","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","37","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","528","170","","","","567","","","","","","","","","","","","73","27","73","27","0","0","0","1","0","0","0","0","0","0","0","1.000","0.000","0.000"
mixed - most recent,"110003000512","Ron Brown College Preparatory HS","DC","District of Columbia Public Schools","High","Regular school","No","Open","9","12","No","No","Yes","252","","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","34","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","210","Not applicable","","","","97","","","","24","","","24","1","24","","","97","12","92","2.5","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","1.000","1.000","2.000"
mixed - most recent,"110003000008","Roosevelt HS","DC","District of Columbia Public Schools","High","Regular school","No","Open","9","12","No","No","Yes","768","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","65","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","697","Not applicable","","","","311","411","","","64","26","3","47","11","53","79","4","189","7.5","184","2.5","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","1.000","3.000","3.000"
mixed - most recent,"110003000264","Roosevelt STAY HS","DC","District of Columbia Public Schools","High","Other/alternative school","No","Open","9","12","No","No","Yes","761","No","No","No","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","31","School is not eligible for either Title I Targeted Assistance or Schoolwide program","331","Not applicable","","","","214","890","","","6","","","6","4","2","","","27","10","18","10","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","1.000","2.000","2.000"
mixed - most recent,"110002000234","Roots PCS","DC","Roots PCS","Primary","Regular school","Yes","Open","Pre-K","5","Yes","No","No","120","No","No","No","Not applicable","Missing/not reported","No","No","10","School is not eligible for either Title I Targeted Assistance or Schoolwide program","118","43","","","","69","7","","","","","","","","","","","21","10","21","10","0","0","0","0","0","0","0","0","0","0","0","0.000","0.000","0.000"
mixed - most recent,"110003000027","Ross ES","DC","District of Columbia Public Schools","Primary","Regular school","No","Open","Pre-K","5","Yes","No","No","177","No","No","No","Not applicable","Missing/not reported","No","Yes participating without using any Provision or the CEP","17","School is not eligible for either Title I Targeted Assistance or Schoolwide program","174","36","","","","3","13","","","","","","","","","","","63","87","63","77","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","0.000","0.000","0.000"
mixed - most recent,"110003000025","Savoy ES","DC","District of Columbia Public Schools","Primary","Regular school","No","Open","Pre-K","5","Yes","No","No","265","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","22","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","267","40","","","","227","153","","","","","","","","","","","125","12","123","12","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","0.000","1.000","0.000"
mixed - most recent,"110003000149","School Without Walls at Francis-Stevens","DC","District of Columbia Public Schools","Primary","Regular school","No","Open","Pre-K","8","Yes","Yes","No","540","No","No","No","Not applicable","Missing/not reported","No","Yes participating without using any Provision or the CEP","43","School is not eligible for either Title I Targeted Assistance or Schoolwide program","473","86","","","","72","133","","","","","","","","","","","272","39","274","42","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","0.000","1.000","1.000"
mixed - most recent,"110003000131","School Without Walls HS","DC","District of Columbia Public Schools","High","Regular school","No","Open","9","12","No","No","Yes","591","No","No","No","Not applicable","Missing/not reported","No","Yes participating without using any Provision or the CEP","40","School is not eligible for either Title I Targeted Assistance or Schoolwide program","593","Not applicable","","","","18","188","","","415","185","165","392","9","406","105","289","136","92","128","72","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","0.000","1.000","4.000"
mixed - most recent,"110003000466","School-Within-School at Goding","DC","District of Columbia Public Schools","Primary","Regular school","No","Open","Pre-K","5","Yes","No","No","317","No","No","No","Not applicable","Missing/not reported","No","Yes participating without using any Provision or the CEP","29","School is not eligible for either Title I Targeted Assistance or Schoolwide program","309","70","","","","21","22","","","","","","","","","","","102","77","102","77","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","1.000","2.000","0.000"
mixed - most recent,"110003000024","Seaton ES","DC","District of Columbia Public Schools","Primary","Regular school","No","Open","Pre-K","5","Yes","No","No","393","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","43","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","371","92","","","","122","36","","","","","","","","","","","125","27","125","32","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","1.000","1.000","1.000"
mixed - most recent,"110002200236","SEED PCS of Washington DC","DC","SEED PCS of Washington DC","High","Regular school","Yes","Open","8","12","No","Yes","Yes","237","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","28","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","364","Not applicable","","","","118","16","","","31","7","","24","0","31","20","","216","9","214","9","0","0","0","0","0","0","0","0","0","0","0","3.000","1.000","10.000"
mixed - most recent,"110008800461","Sela PCS","DC","Sela PCS","Primary","Regular school","Yes","Open","Pre-K","5","Yes","No","No","233","No","Yes","Yes","Not applicable","Missing/not reported","No","No","21","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","210","93","","","","50","18","","","","","","","","","","","35","24.5","35","44.5","0","0","0","0","0","0","0","0","0","0","0","0.000","0.000","0.000"
mixed - most recent,"110003000030","Shepherd ES","DC","District of Columbia Public Schools","Primary","Regular school","No","Open","Pre-K","5","Yes","No","No","371","No","No","No","Not applicable","Missing/not reported","No","Yes participating without using any Provision or the CEP","26","School is not eligible for either Title I Targeted Assistance or Schoolwide program","364","69","","","","31","34","","","","","","","","","","","139","52","139","57","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","0.000","1.000","1.000"
mixed - most recent,"110008100442","Shining Stars Montessori Academy PCS","DC","Shining Stars Montessori Academy PCS","Primary","Regular school","Yes","Open","Pre-K","6","Yes","No","No","295","No","Yes","Yes","Not applicable","Missing/not reported","No","No","19","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","269","182","","","","67","18","","","","","","","","","","","24","30","24","10","1","0","0","0","0","0","0","1","0","0","1","0.000","0.000","0.000"
mixed - most recent,"110003000054","Simon ES","DC","District of Columbia Public Schools","Primary","Regular school","No","Open","Pre-K","5","Yes","No","No","253","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","23","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","274","45","","","","177","85","","","","","","","","","","","130","17","130","7.5","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","1.000","1.000","0.000"
mixed - most recent,"110003000064","Smothers ES","DC","District of Columbia Public Schools","Primary","Regular school","No","Open","Pre-K","5","Yes","No","No","247","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","26","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","254","76","","","","170","91","","","","","","","","","","","85","7.5","85","7.5","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","1.000","1.000","0.000"
mixed - most recent,"110008900462","Somerset Preparatory Academy PCS","DC","Somerset Preparatory Academy PCS","Missing/not reported","Regular school","Yes","Closed","6","10","No","Yes","Yes","279","No","","","","","","","","","391","Not applicable","","","","","115","","","","","","","","","","","239","12","239","4","0","0","0","0","0","0","0","0","0","0","0","0.000","4.000","2.000"
mixed - most recent,"110003000019","Sousa MS","DC","District of Columbia Public Schools","Middle","Regular school","No","Open","6","8","No","Yes","No","289","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","24","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","228","Not applicable","","","","209","96","","","","","","","","","","","232","9","232","0.5","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","1.000","2.000","0.000"
mixed - most recent,"110006400367","St. Coletta Special Education PCS","DC","St. Coletta Special Education PCS","Other","Special education school","Yes","Open","Pre-K","12","Yes","Yes","Yes","250","No","Yes","Yes","Not applicable","Missing/not reported","No","No","22","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","247","Not applicable","","","","108","91","","","","","","","","","","","99","7.5","99","17","0","0","0","0","0","0","0","0","0","0","0","0.000","3.000","3.000"
mixed - most recent,"110003000013","Stanton ES","DC","District of Columbia Public Schools","Primary","Regular school","No","Open","Pre-K","5","Yes","No","No","429","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","33","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","493","80","","","","366","200","","","","","","","","","","","212","10","212","18","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","1.000","1.000","0.000"
mixed - most recent,"110011000518","Statesmen College Preparatory Academy for Boys PCS","DC","Statesmen College Preparatory Academy for Boys PCS","Primary","Regular school","Yes","Open","4","5","Yes","No","No","130","","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","10","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","","","","","","60","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
mixed - most recent,"110003000050","Stoddert ES","DC","District of Columbia Public Schools","Primary","Regular school","No","Open","Pre-K","5","Yes","No","No","494","No","No","No","Not applicable","Missing/not reported","No","Yes participating without using any Provision or the CEP","31","School is not eligible for either Title I Targeted Assistance or Schoolwide program","438","20","","","","16","73","","","","","","","","","","","179","77","178","82","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","1.000","1.000","1.000"
mixed - most recent,"110003000191","Stuart-Hobson MS (Capitol Hill Cluster)","DC","District of Columbia Public Schools","Middle","Regular school","No","Open","6","8","No","Yes","No","487","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes participating without using any Provision or the CEP","35","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","422","Not applicable","","","","131","88","","","","","","","","","","","420","45","418","22","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","0.000","1.000","1.000"
mixed - most recent,"110003000011","Takoma Education Campus","DC","District of Columbia Public Schools","Primary","Regular school","No","Open","Pre-K","8","Yes","Yes","No","532","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","48","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","472","76","","","","183","145","","","","","","","","","","","256","21","254","13","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","1.000","1.000","1.000"
mixed - most recent,"110010100499","The Childrens Guild PCS","DC","The Childrens Guild DC PCS","Primary","Regular school","Yes","Open","Kindergarten","8","Yes","Yes","No","331","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","51","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","361","Not applicable","","","","263","120","","","","","","","","","","","256","3","262","2","0","0","0","0","0","0","0","0","0","0","0","0.000","6.000","6.000"
mixed - most recent,"110003000049","Thomas ES","DC","District of Columbia Public Schools","Primary","Regular school","No","Open","Pre-K","5","Yes","No","No","326","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","29","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","384","77","","","","241","152","","","","","","","","","","","142","7.5","140","7.5","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","1.000","1.000","0.000"
mixed - most recent,"110003000076","Thomson ES","DC","District of Columbia Public Schools","Primary","Regular school","No","Open","Pre-K","5","Yes","No","No","320","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","31","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","308","66","","","","101","29","","","","","","","","","","","104","22","104","32","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","0.000","1.000","1.000"
mixed - most recent,"110003400249","Thurgood Marshall Academy PCS","DC","Thurgood Marshall Academy PCS","High","Regular school","Yes","Open","9","12","No","No","Yes","385","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","36","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","383","Not applicable","","","","197","31","","","55","14","9","53","0","55","50","4","88","42","88","17","0","0","0","0","0","0","0","0","0","0","0","0.000","1.000","3.000"
mixed - most recent,"110003000075","Truesdell Education Campus","DC","District of Columbia Public Schools","Primary","Regular school","No","Open","Pre-K","8","Yes","Yes","No","565","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","55","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","700","100","","","","238","136","","","","","","","","","","","392","38","392","25","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","1.000","3.000","2.000"
mixed - most recent,"110003000074","Tubman ES","DC","District of Columbia Public Schools","Primary","Regular school","No","Open","Pre-K","5","Yes","No","No","564","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","52","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","535","70","","","","256","134","","","","","","","","","","","209","19","208","32","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","0.000","2.000","2.000"
mixed - most recent,"110003000073","Turner ES","DC","District of Columbia Public Schools","Primary","Regular school","No","Open","Pre-K","5","Yes","No","No","506","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","32","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","464","85","","","","408","155","","","","","","","","","","","189","17","190","17","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","1.000","3.000","0.000"
mixed - most recent,"110004500279","Two Rivers PCS - 4th St","DC","Two Rivers PCS","Primary","Regular school","Yes","Open","Pre-K","8","Yes","Yes","No","534","No","Yes","Yes","Not applicable","Missing/not reported","No","No","43","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","528","83","","","","96","72","","","","","","","","","","","291","43","290","41","0","0","0","0","0","0","0","0","0","0","0","0.000","0.000","2.000"
mixed - most recent,"110004500498","Two Rivers PCS - Young","DC","Two Rivers PCS","Primary","Regular school","Yes","Open","Pre-K","5","Yes","No","No","381","No","Yes","Yes","Not applicable","Missing/not reported","No","No","27","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","284","85","","","","66","32","","","","","","","","","","","46","24.5","46","24.5","0","0","0","0","0","0","0","0","0","0","0","0.000","0.000","1.000"
mixed - most recent,"110003000072","Tyler ES","DC","District of Columbia Public Schools","Primary","Regular school","No","Open","Pre-K","5","Yes","No","No","528","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","43","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","525","130","","","","199","95","","","","","","","","","","","190","27","190","22","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","1.000","1.000","0.000"
mixed - most recent,"110003000505","Van Ness ES","DC","District of Columbia Public Schools","Primary","Regular school","No","Open","Pre-K","4","Yes","No","No","325","No","Yes","","Not applicable","Missing/not reported","No","Yes participating without using any Provision or the CEP","26","School is eligible for Title I Targeted Assistance (TAS) and provides TAS program","215","82","","","","96","23","","","","","","","","","","","","","","","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","1.000","1.000","0.000"
mixed - most recent,"110003000070","Walker-Jones Education Campus","DC","District of Columbia Public Schools","Primary","Regular school","No","Open","Pre-K","8","Yes","Yes","No","414","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","33","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","435","84","","","","316","256","","","","","","","","","","","201","17","201","15","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","1.000","2.000","1.000"
mixed - most recent,"110010200503","Washington Global PCS","DC","Washington Global PCS","Middle","Regular school","Yes","Open","6","8","No","Yes","No","234","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","18","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","196","Not applicable","","","","143","2","","","","","","","","","","","178","22","179","12","0","0","0","0","0","0","0","0","0","0","0","0.000","1.000","0.000"
mixed - most recent,"110001900324","Washington Latin PCS - MS","DC","Washington Latin PCS","Middle","Regular school","Yes","Open","5","8","No","Yes","No","381","No","No","No","Not applicable","Missing/not reported","No","No","29","School is not eligible for either Title I Targeted Assistance or Schoolwide program","370","Not applicable","","","","30","0","","","","","","","","","","","358","66","358","49","0","0","0","0","0","0","0","0","0","0","0","0.500","0.500","2.500"
mixed - most recent,"110001900423","Washington Latin PCS - Upper School","DC","Washington Latin PCS","High","Regular school","Yes","Open","9","12","No","No","Yes","341","No","No","No","Not applicable","Missing/not reported","No","No","39","School is not eligible for either Title I Targeted Assistance or Schoolwide program","333","Not applicable","","","","28","58","","","106","47","17","44","0","107","16","35","80","77","72","47","0","0","0","0","0","0","0","0","0","0","0","0.500","0.500","2.500"
mixed - most recent,"110010300510","Washington Leadership Academy PCS","DC","Washington Leadership Academy PCS","High","Regular school","Yes","Open","9","12","Yes","No","Yes","396","No","Yes","Yes","Not applicable","Missing/not reported","No","No","43","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","204","Not applicable","","","","159","","","","100","","","100","13","87","","","99","37","59","34.5","0","0","0","0","0","0","0","0","0","0","0","0.000","2.000","3.000"
mixed - most recent,"110003000397","Washington Metropolitan HS","DC","District of Columbia Public Schools","High","Other/alternative school","No","Open","7","12","No","Yes","Yes","157","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","19","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","197","Not applicable","","","","114","152","","","","","","","","","","","24","10","19","10","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","0.000","2.000","1.000"
mixed - most recent,"110007700411","Washington Yu Ying PCS","DC","Washington Yu Ying PCS","Primary","Regular school","Yes","Open","Pre-K","5","Yes","No","No","569","No","No","No","Not applicable","Missing/not reported","No","No","49","School is not eligible for either Title I Targeted Assistance or Schoolwide program","579","198","","","","38","18","","","","","","","","","","","231","58","231","59","0","0","0","0","0","0","0","0","0","0","0","0.000","1.000","1.000"
mixed - most recent,"110003000048","Watkins ES (Capitol Hill Cluster)","DC","District of Columbia Public Schools","Primary","Regular school","No","Open","1","5","Yes","No","No","446","No","No","No","Not applicable","Missing/not reported","No","Yes participating without using any Provision or the CEP","29","School is not eligible for either Title I Targeted Assistance or Schoolwide program","428","Not applicable","","","","80","54","","","","","","","","","","","254","49","252","49","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","1.000","2.000","0.000"
mixed - most recent,"110003000067","West Education Campus","DC","District of Columbia Public Schools","Primary","Regular school","No","Open","Pre-K","8","Yes","Yes","No","342","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","36","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","328","60","","","","119","43","","","","","","","","","","","174","37","174","27","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","1.000","1.000","1.000"
mixed - most recent,"110003000068","Wheatley Education Campus","DC","District of Columbia Public Schools","Primary","Regular school","No","Open","Pre-K","8","Yes","Yes","No","354","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","33","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","324","66","","","","233","140","","","","","","","","","","","168","17","167","7.5","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","0.000","1.000","1.000"
mixed - most recent,"110003000065","Whittier Education Campus","DC","District of Columbia Public Schools","Primary","Regular school","No","Open","Pre-K","8","Yes","Yes","No","366","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","38","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","325","56","","","","166","110","","","","","","","","","","","164","27","164","27","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","1.000","1.000","1.000"
mixed - most recent,"110003000133","Woodrow Wilson HS","DC","District of Columbia Public Schools","High","Regular school","No","Open","9","12","No","No","Yes","1872","No","No","No","Not applicable","Missing/not reported","No","Yes participating without using any Provision or the CEP","116","School is not eligible for either Title I Targeted Assistance or Schoolwide program","1828","Not applicable","","","","151","1180","","","887","307","143","861","45","842","316","400","429","55","332","30","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","1.000","4.000","5.000"
mixed - most recent,"110008700213","Maya Angelou Academy at New Beginnings formerly Oak Hill","MD","DYRS","High","Other/alternative school","No","Open","9","12","No","Yes","Yes","36","No","No","No","Not applicable","Missing/not reported","No","No","9","School is not eligible for either Title I Targeted Assistance or Schoolwide program","27","Not applicable","","","","18","0","","","","","","","","","","","9","24.5","9","24.5","0","0","0","0","0","0","0","0","0","0","0","1.000","0.000","1.000"
